Word,Polarity
"unconsolable	","	0.3"
"unconsolidated	","	0.4"
"unconstipated	","	0.4"
"unconstitutionally	","	0.5"
"unconstrained	","	0.5"
"unconstraint	","	0.4"
"unconstricted	","	0.4"
"unconstructive	","	0.4"
"uncontaminated	","	0.4"
"uncontaminating	","	0.3"
"uncontested	","	0.3"
"uncontrived	","	0.3"
"uncontrollable	","	0.3"
"uncontroversial	","	0.4"
"unconventionality	","	0.4"
"unconventionally	","	0.5"
"unconvertible	","	0.4"
"unconvinced	","	0.4"
"uncool	","	0.2"
"uncooperative	","	0.4"
"uncoordinated	","	0.4"
"uncordial	","	0.4"
"uncorrectable	","	0.3"
"uncorrected	","	0.3"
"uncorrupted	","	0.3"
"uncousinly	","	0.3"
"uncovered	","	0.4"
"uncrannied	","	0.4"
"uncreased	","	0.5"
"uncreative	","	0.3"
"uncreativeness	","	0.4"
"uncritical	","	0.2"
"uncritically	","	0.5"
"uncropped	","	0.3"
"uncrowded	","	0.4"
"uncrowned	","	0.4"
"uncrystallised	","	0.4"
"uncrystallized	","	0.4"
"unction	","	0.4"
"unctuous	","	0.3"
"unctuously	","	0.5"
"unctuousness	","	0.5"
"uncultivable	","	0.4"
"uncultivatable	","	0.4"
"uncurbed	","	0.4"
"uncured	","	0.4"
"uncurled	","	0.4"
"uncurtained	","	0.3"
"uncut	","	0.6"
"undatable	","	0.3"
"undated	","	0.3"
"undeceive	","	0.6"
"undeceived	","	0.6"
"undecipherable	","	0.5"
"undecipherably	","	0.5"
"undeciphered	","	0.4"
"undeclared	","	0.3"
"undecomposed	","	0.5"
"undecorated	","	0.4"
"undedicated	","	0.4"
"undefeated	","	0.6"
"undefendable	","	0.3"
"undefended	","	0.3"
"undeferential	","	0.5"
"undefiled	","	0.4"
"undelineated	","	0.3"
"undemanding	","	0.4"
"undemocratic	","	0.3"
"undemocratically	","	0.5"
"undemonstrative	","	0.3"
"undeniable	","	0.3"
"undenominational	","	0.3"
"undependableness	","	0.4"
"undependably	","	0.5"
"undepicted	","	0.4"
"under	","	0.4"
"underachiever	","	0.4"
"underactive	","	0.3"
"underage	","	0.2"
"under_attack	","	0.4"
"underbelly	","	0.4"
"underbid	","	0.4"
"underbred	","	0.3"
"undercharge	","	0.4"
"underclass	","	0.4"
"underclassman	","	0.4"
"underclothed	","	0.4"
"undercurrent	","	0.6"
"underdevelopment	","	0.4"
"undereducated	","	0.5"
"underemployed	","	0.5"
"underestimation	","	0.4"
"underexposure	","	0.4"
"underfed	","	0.3"
"under_fire	","	0.4"
"undergird	","	0.6"
"underhand	","	0.4"
"underhanded	","	0.4"
"underhandedly	","	0.5"
"underivative	","	0.3"
"undermanned	","	0.3"
"undernourish	","	0.3"
"undernourished	","	0.3"
"undernourishment	","	0.3"
"underperformer	","	0.3"
"underpopulated	","	0.4"
"underprice	","	0.4"
"underprivileged	","	0.4"
"underproduction	","	0.3"
"underquote	","	0.4"
"underrating	","	0.4"
"underreckoning	","	0.4"
"undersexed	","	0.5"
"undershrub	","	0.4"
"undersize	","	0.4"
"undersized	","	0.4"
"underspend	","	0.4"
"understaffed	","	0.3"
"undertake	","	0.4"
"under_the_weather	","	0.3"
"undertone	","	0.6"
"undertow	","	0.3"
"undervaluation	","	0.4"
"undervalue	","	0.6"
"underweight	","	0.5"
"underwrite	","	0.4"
"undescriptive	","	0.3"
"undeserved	","	0.3"
"undeservedly	","	0.5"
"undeserving	","	0.4"
"undesigned	","	0.3"
"undesirability	","	0.5"
"undesirably	","	0.4"
"undesired	","	0.4"
"undesiring	","	0.4"
"undesirous	","	0.4"
"undestroyable	","	0.4"
"undetectable	","	0.6"
"undetected	","	0.4"
"undeterminable	","	0.4"
"undeveloped	","	0.3"
"undeviating	","	0.4"
"undiagnosable	","	0.4"
"undifferentiated	","	0.4"
"undigested	","	0.4"
"undiluted	","	0.4"
"undiminished	","	0.4"
"undimmed	","	0.3"
"undiplomatic	","	0.3"
"undiplomatically	","	0.5"
"undirected	","	0.5"
"undischarged	","	0.6"
"undiscipline	","	0.4"
"undisciplined	","	0.3"
"undisclosed	","	0.4"
"undiscoverable	","	0.4"
"undiscovered	","	0.4"
"undisguised	","	0.6"
"undismayed	","	0.6"
"undisputedly	","	0.5"
"undistinguishable	","	0.4"
"undistinguished	","	0.3"
"undistorted	","	0.3"
"undistributed	","	0.3"
"undisturbed	","	0.4"
"undividable	","	0.4"
"undivided	","	0.3"
"undoable	","	0.3"
"undogmatic	","	0.4"
"undogmatical	","	0.4"
"undomestic	","	0.3"
"undomesticated	","	0.4"
"undramatic	","	0.4"
"undramatically	","	0.5"
"undraped	","	0.4"
"undrawn	","	0.3"
"undreamed	","	0.4"
"undreamed_of	","	0.4"
"undreamt	","	0.4"
"undreamt_of	","	0.4"
"undress	","	0.5"
"undressed	","	0.4"
"undrinkable	","	0.4"
"undulant	","	0.5"
"undulate	","	0.5"
"undulatory	","	0.5"
"undutifulness	","	0.5"
"undyed	","	0.3"
"undynamic	","	0.3"
"uneager	","	0.6"
"unearned	","	0.3"
"unearthly	","	0.3"
"uneatable	","	0.4"
"uneconomic	","	0.4"
"unedited	","	0.5"
"uneducated	","	0.3"
"uneffective	","	0.3"
"unelaborated	","	0.5"
"unembarrassed	","	0.4"
"unembodied	","	0.3"
"unemotional	","	0.5"
"unemotionality	","	0.4"
"unemotionally	","	0.5"
"unemotional_person	","	0.5"
"unemployable	","	0.3"
"unemployed	","	0.3"
"unemployed_people	","	0.4"
"unemployed_person	","	0.4"
"unemployment	","	0.3"
"unenclosed	","	0.4"
"unencouraging	","	0.4"
"unended	","	0.4"
"unending	","	0.5"
"unendowed	","	0.3"
"unendurable	","	0.3"
"unenergetic	","	0.4"
"unenergetically	","	0.5"
"unenforceable	","	0.4"
"unenforced	","	0.4"
"unengaged	","	0.3"
"unenlightened	","	0.6"
"unenlightening	","	0.4"
"unenlightenment	","	0.4"
"unenlivened	","	0.3"
"unenterprising	","	0.4"
"unenthusiastic	","	0.4"
"unenthusiastically	","	0.5"
"unenviable	","	0.3"
"unequaled	","	0.5"
"unequalised	","	0.3"
"unequalized	","	0.3"
"unequalled	","	0.5"
"unequal_to	","	0.4"
"unequipped	","	0.4"
"unequivocalness	","	0.5"
"unerect	","	0.3"
"unerring	","	0.3"
"unessential	","	0.3"
"unestablished	","	0.3"
"unethically	","	0.3"
"unevenness	","	0.4"
"uneventfully	","	0.5"
"unexampled	","	0.3"
"unexceeded	","	0.4"
"unexcelled	","	0.4"
"unexceptionable	","	0.4"
"unexceptional	","	0.4"
"unexchangeability	","	0.4"
"unexchangeable	","	0.4"
"unexcitable	","	0.5"
"unexcitingly	","	0.5"
"unexclusive	","	0.6"
"unexcused	","	0.4"
"unexpansive	","	0.3"
"unexpectedness	","	0.5"
"unexpendable	","	0.4"
"unexpended	","	0.4"
"unexpired	","	0.3"
"unexplainable	","	0.4"
"unexploded	","	0.6"
"unexploited	","	0.3"
"unexportable	","	0.4"
"unexpressed	","	0.4"
"unexpurgated	","	0.4"
"unextended	","	0.3"
"unfading	","	0.4"
"unfailing	","	0.3"
"unfairness	","	0.4"
"unfaltering	","	0.5"
"unfamiliarity	","	0.3"
"unfamiliar_with	","	0.4"
"unfashionable	","	0.3"
"unfashionably	","	0.5"
"unfastened	","	0.4"
"unfastidious	","	0.3"
"unfathomable	","	0.3"
"unfathomed	","	0.5"
"unfattened	","	0.4"
"unfavorable_judgment	","	0.4"
"unfavorableness	","	0.3"
"unfavorable_position	","	0.4"
"unfavourable	","	0.3"
"unfavourableness	","	0.3"
"unfearing	","	0.5"
"unfeasibility	","	0.4"
"unfeasible	","	0.3"
"unfeathered	","	0.3"
"unfed	","	0.3"
"unfeigned	","	0.5"
"unfeminine	","	0.4"
"unfermented	","	0.3"
"unfertile	","	0.3"
"unfertilised	","	0.3"
"unfertilized	","	0.3"
"unfirm	","	0.3"
"unfitness	","	0.3"
"unfitting	","	0.3"
"unfixed	","	0.4"
"unflagging	","	0.6"
"unflappable	","	0.4"
"unflattering	","	0.4"
"unflawed	","	0.4"
"unfledged	","	0.4"
"unfluctuating	","	0.3"
"unflurried	","	0.6"
"unflustered	","	0.6"
"unfocused	","	0.3"
"unfocussed	","	0.3"
"unfold	","	0.5"
"unforbearing	","	0.3"
"unforced	","	0.3"
"unforceful	","	0.4"
"unforeseeable	","	0.4"
"unforesightful	","	0.4"
"unforested	","	0.3"
"unforfeitable	","	0.3"
"unforgiving	","	0.4"
"unformed	","	0.3"
"unfortunate_person	","	0.4"
"unframed	","	0.3"
"unfree	","	0.3"
"unfriendliness	","	0.3"
"unfrightened	","	0.5"
"unfruitful	","	0.3"
"unfueled	","	0.3"
"unfunctional	","	0.3"
"unfunny	","	0.3"
"unfurrowed	","	0.4"
"ungainliness	","	0.4"
"ungainly	","	0.4"
"ungallant	","	0.3"
"ungathered	","	0.3"
"ungeared	","	0.3"
"ungentle	","	0.3"
"ungentlemanlike	","	0.3"
"ungentlemanly	","	0.3"
"ungetatable	","	0.3"
"un-get-at-able	","	0.3"
"unglazed	","	0.3"
"ungodliness	","	0.4"
"ungodly	","	0.3"
"ungoverned	","	0.3"
"ungraceful	","	0.4"
"ungracefulness	","	0.3"
"ungracious	","	0.6"
"ungraded	","	0.3"
"ungrammatical	","	0.3"
"ungrammatically	","	0.5"
"ungrasped	","	0.4"
"ungratefully	","	0.5"
"ungratefulness	","	0.4"
"ungratified	","	0.3"
"ungratifying	","	0.3"
"ungregarious	","	0.3"
"ungroomed	","	0.3"
"ungrudgingly	","	0.5"
"unguaranteed	","	0.4"
"unguarded	","	0.3"
"unguided	","	0.3"
"ungummed	","	0.3"
"ungusseted	","	0.4"
"unhallowed	","	0.4"
"unhampered	","	0.3"
"unhardened	","	0.3"
"unharmonious	","	0.3"
"unharmoniously	","	0.5"
"unhazardous	","	0.4"
"unheaded	","	0.3"
"unhealed	","	0.4"
"unhealthful	","	0.6"
"unhealthiness	","	0.3"
"unhearable	","	0.4"
"unheard	","	0.5"
"unheard-of	","	0.4"
"unhearing	","	0.3"
"unheated	","	0.3"
"unheeded	","	0.4"
"unheeding	","	0.4"
"unhelpfully	","	0.5"
"unhelpfulness	","	0.4"
"unheralded	","	0.4"
"unhesitating	","	0.5"
"unhewn	","	0.3"
"unhindered	","	0.4"
"unhinged	","	0.3"
"unholy	","	0.3"
"unhomogenised	","	0.4"
"unhomogenized	","	0.4"
"unhumorous	","	0.3"
"unhurried	","	0.4"
"unhurriedness	","	0.4"
"unhygienic	","	0.4"
"unhygienically	","	0.5"
"unicorn_root	","	0.5"
"unidentifiable	","	0.3"
"uniformity	","	0.4"
"uniformness	","	0.3"
"unilaterally	","	0.5"
"unilluminating	","	0.4"
"unimaginative	","	0.2"
"unimagined	","	0.4"
"unimpaired	","	0.4"
"unimpassioned	","	0.6"
"unimpeachable	","	0.4"
"unimpeachably	","	0.5"
"unimpeded	","	0.3"
"unimportance	","	0.4"
"unimposing	","	0.4"
"unimpregnated	","	0.3"
"unimpressed	","	0.3"
"unimpressionable	","	0.3"
"unimpressive	","	0.3"
"unimpressively	","	0.5"
"unimprisoned	","	0.6"
"unimproved	","	0.3"
"unincorporated	","	0.4"
"unindustrialised	","	0.3"
"unindustrialized	","	0.3"
"uninfected	","	0.6"
"uninflected	","	0.4"
"uninfluenced	","	0.4"
"uninformative	","	0.5"
"uninhabitable	","	0.4"
"uninhabited	","	0.4"
"uninhibited	","	0.4"
"uninitiate	","	0.4"
"uninitiated	","	0.4"
"uninjectable	","	0.4"
"uninquiring	","	0.3"
"uninquisitive	","	0.3"
"uninspired	","	0.3"
"uninstructive	","	0.4"
"uninsurable	","	0.3"
"unintegrated	","	0.4"
"unintelligent	","	0.3"
"unintelligently	","	0.5"
"unintelligible	","	0.5"
"unintended	","	0.3"
"unintentional	","	0.3"
"uninterested	","	0.3"
"uninteresting	","	0.3"
"uninterestingly	","	0.5"
"uninterestingness	","	0.4"
"unintrusive	","	0.4"
"uninventive	","	0.3"
"uninvited	","	0.4"
"uninviting	","	0.6"
"unionised	","	0.5"
"unionized	","	0.5"
"uniparous	","	0.5"
"unipolar_depression	","	0.3"
"uniqueness	","	0.6"
"unironed	","	0.4"
"unisex	","	0.4"
"unit	","	0.4"
"unitary	","	0.5"
"univalent	","	0.3"
"universalist	","	0.4"
"universalistic	","	0.4"
"unjointed	","	0.4"
"unkempt	","	0.3"
"unkemptness	","	0.4"
"unkeyed	","	0.4"
"unkindled	","	0.4"
"unknowingly	","	0.4"
"unknowingness	","	0.3"
"unknown	","	0.3"
"unknown_quantity	","	0.5"
"unlabeled	","	0.4"
"unlabelled	","	0.4"
"unlaced	","	0.3"
"unladylike	","	0.5"
"unlamented	","	0.3"
"unlatched	","	0.4"
"unlaureled	","	0.3"
"unlaurelled	","	0.3"
"unlawful_carnal_knowledge	","	0.5"
"unlax	","	0.3"
"unleaded	","	0.3"
"unleaded_gasoline	","	0.3"
"unleaded_petrol	","	0.3"
"unlearned	","	0.3"
"unlettered	","	0.4"
"unlicenced	","	0.4"
"unlighted	","	0.3"
"unlikable	","	0.2"
"unlike	","	0.4"
"unlikeable	","	0.2"
"unlikeness	","	0.4"
"unlined	","	0.3"
"unlipped	","	0.4"
"unlisted	","	0.3"
"unlit	","	0.3"
"unlittered	","	0.4"
"unlivable	","	0.3"
"unlive	","	0.5"
"unliveable	","	0.3"
"unloaded	","	0.4"
"unloading	","	0.5"
"unlock	","	0.5"
"unlocked	","	0.3"
"unlogical	","	0.5"
"unlooked-for	","	0.4"
"unloose	","	0.5"
"unloosen	","	0.5"
"unlovable	","	0.3"
"unlovely	","	0.4"
"unloving	","	0.4"
"unluckily	","	0.3"
"unmade	","	0.3"
"unmake	","	0.5"
"unmalicious	","	0.3"
"unmalleability	","	0.4"
"unmalleable	","	0.3"
"unmalted	","	0.6"
"unmanageable	","	0.2"
"unmanageableness	","	0.5"
"unmanful	","	0.3"
"unmanfully	","	0.4"
"unmanlike	","	0.3"
"unmanly	","	0.3"
"unmanned	","	0.4"
"unmannered	","	0.4"
"unmannerly	","	0.3"
"unmapped	","	0.4"
"unmarked	","	0.3"
"unmarketable	","	0.3"
"unmarred	","	0.6"
"unmarried	","	0.3"
"unmask	","	0.6"
"unmatchable	","	0.6"
"unmatched	","	0.6"
"unmeasurable	","	0.4"
"unmeasured	","	0.4"
"unmechanical	","	0.4"
"unmechanised	","	0.5"
"unmechanized	","	0.5"
"unmedical	","	0.4"
"unmedicative	","	0.4"
"unmedicinal	","	0.4"
"unmelodious	","	0.3"
"unmelodiously	","	0.5"
"unmelted	","	0.4"
"unmemorable	","	0.3"
"unmemorably	","	0.5"
"unmentionable	","	0.4"
"unmercenary	","	0.5"
"unmerchantable	","	0.4"
"unmerciful	","	0.5"
"unmercifully	","	0.5"
"unmerited	","	0.4"
"unmeritorious	","	0.6"
"unmethodical	","	0.3"
"unmilitary	","	0.3"
"unmindful	","	0.3"
"unmined	","	0.4"
"unmingled	","	0.3"
"unmistakable	","	0.6"
"unmistakably	","	0.3"
"unmitigable	","	0.4"
"unmitigated	","	0.3"
"unmixable	","	0.4"
"unmixed	","	0.3"
"unmodernised	","	0.3"
"unmodernized	","	0.3"
"unmodifiable	","	0.3"
"unmodified	","	0.3"
"unmodulated	","	0.5"
"unmolested	","	0.4"
"unmortgaged	","	0.5"
"unmourned	","	0.2"
"unmovable	","	0.3"
"unmoving	","	0.3"
"unmown	","	0.4"
"unmusical	","	0.3"
"unmusically	","	0.5"
"unmutilated	","	0.6"
"unnameable	","	0.5"
"unnaturalised	","	0.4"
"unnaturalized	","	0.4"
"unnaturalness	","	0.3"
"unnavigable	","	0.5"
"unnecessarily	","	0.5"
"unneighborliness	","	0.3"
"unneighborly	","	0.3"
"unneighbourly	","	0.3"
"unneurotic	","	0.4"
"unnotched	","	0.5"
"unnoted	","	0.4"
"unnoticeable	","	0.3"
"unnoticeableness	","	0.5"
"unobjectionable	","	0.4"
"unobligated	","	0.4"
"unobservable	","	0.4"
"unobstructed	","	0.6"
"unobtainable	","	0.4"
"unobtrusive	","	0.4"
"unobtrusively	","	0.5"
"unobtrusiveness	","	0.4"
"unobvious	","	0.4"
"unoccupied	","	0.3"
"unoffending	","	0.3"
"unofficial	","	0.3"
"unofficially	","	0.4"
"unoiled	","	0.3"
"unopen	","	0.4"
"unopened	","	0.3"
"unopposable	","	0.4"
"unopposed	","	0.3"
"unordered	","	0.3"
"unorganised	","	0.3"
"unorganized	","	0.3"
"unoriented	","	0.3"
"unoriginal	","	0.2"
"unoriginality	","	0.3"
"unostentatious	","	0.6"
"unoxygenated	","	0.4"
"unpackaged	","	0.4"
"unpainful	","	0.6"
"unpaintable	","	0.3"
"unpainted	","	0.3"
"unpalatable	","	0.3"
"unparallel	","	0.3"
"unpardonable	","	0.3"
"unparented	","	0.4"
"unparliamentary	","	0.4"
"unpartitioned	","	0.4"
"unpassable	","	0.6"
"unpasteurised	","	0.3"
"unpasteurized	","	0.3"
"unpatented	","	0.4"
"unpatriotically	","	0.5"
"unpaved	","	0.3"
"unpeaceable	","	0.3"
"unpeaceful	","	0.3"
"unpeopled	","	0.4"
"unperceivable	","	0.4"
"unperceived	","	0.3"
"unperceptiveness	","	0.6"
"unpermed	","	0.3"
"unpermissive	","	0.3"
"unpermissiveness	","	0.4"
"unperplexed	","	0.3"
"unpersuadable	","	0.3"
"unpersuasive	","	0.3"
"unpersuasiveness	","	0.4"
"unperturbed	","	0.6"
"unpictured	","	0.4"
"unpicturesque	","	0.4"
"unpitying	","	0.3"
"unplaced	","	0.3"
"unplanned	","	0.3"
"unplayable	","	0.3"
"unpleasantly	","	0.3"
"unpleasantness	","	0.4"
"unpleasant_person	","	0.4"
"unpleasant-smelling	","	0.3"
"unpleasing	","	0.5"
"unpleasingness	","	0.3"
"unpledged	","	0.3"
"unploughed	","	0.5"
"unplowed	","	0.5"
"unplumbed	","	0.5"
"unpointed	","	0.4"
"unpolished	","	0.4"
"unpolitical	","	0.5"
"unpompous	","	0.4"
"unpopularity	","	0.6"
"unpopulated	","	0.5"
"unportable	","	0.4"
"unposed	","	0.3"
"unpotted	","	0.3"
"unpowered	","	0.3"
"unpracticed	","	0.4"
"unpractised	","	0.4"
"unprecedentedly	","	0.5"
"unpredictability	","	0.4"
"unpredictably	","	0.6"
"unpredicted	","	0.4"
"unpredictive	","	0.6"
"unprejudiced	","	0.6"
"unpremeditated	","	0.4"
"unpressed	","	0.3"
"unpretentiously	","	0.5"
"unprintable	","	0.6"
"unproblematic	","	0.4"
"unprocessed	","	0.3"
"unprocurable	","	0.3"
"unproductiveness	","	0.4"
"unprofessional	","	0.3"
"unprofitability	","	0.4"
"unprofitableness	","	0.4"
"unprofitably	","	0.4"
"unpromised	","	0.3"
"unpromising	","	0.4"
"unpronounceable	","	0.4"
"unpropitious	","	0.3"
"unpropitiously	","	0.5"
"unpropitiousness	","	0.3"
"unprotected	","	0.4"
"unprotective	","	0.4"
"unprovided_for	","	0.3"
"unprovoked	","	0.3"
"unpublishable	","	0.4"
"unpunished	","	0.4"
"unqualifiedly	","	0.4"
"unquenchable	","	0.3"
"unquestioned	","	0.4"
"unquestioning	","	0.4"
"unquestioningly	","	0.5"
"unquiet	","	0.4"
"unquotable	","	0.4"
"unranked	","	0.3"
"unratified	","	0.4"
"unreactive	","	0.3"
"unread	","	0.5"
"unreadable	","	0.6"
"unreadably	","	0.5"
"unready	","	0.4"
"unreal	","	0.3"
"unrealised	","	0.4"
"unrealism	","	0.3"
"unrealistically	","	0.4"
"unreality	","	0.3"
"unrealizable	","	0.3"
"unrealized	","	0.4"
"unreasoning	","	0.4"
"unreasoningly	","	0.5"
"unreassuring	","	0.4"
"unreciprocated	","	0.3"
"unrecognisable	","	0.3"
"unrecognised	","	0.3"
"unrecognizable	","	0.3"
"unrecognizably	","	0.5"
"unrecognized	","	0.4"
"unreconcilable	","	0.4"
"unreconciled	","	0.4"
"unrecoverable	","	0.4"
"unredeemable	","	0.2"
"unredeemed	","	0.3"
"unreduced	","	0.4"
"unrefined	","	0.4"
"unreflected	","	0.5"
"unreflective	","	0.3"
"unreformable	","	0.3"
"unregenerate	","	0.3"
"unregenerated	","	0.3"
"unregistered	","	0.3"
"unregretful	","	0.3"
"unregretting	","	0.3"
"unregularity	","	0.3"
"unregulated	","	0.3"
"unrehearsed	","	0.3"
"unrelated	","	0.5"
"unrelatedness	","	0.4"
"unrelaxed	","	0.4"
"unreliableness	","	0.4"
"unreliably	","	0.5"
"unrelieved	","	0.4"
"unremarked	","	0.3"
"unremedied	","	0.3"
"unremorseful	","	0.3"
"unremunerative	","	0.3"
"unrepaired	","	0.4"
"unrepeatable	","	0.6"
"unrepentant	","	0.3"
"unrepentantly	","	0.5"
"unreplaceable	","	0.3"
"unreportable	","	0.4"
"unrepresentative	","	0.3"
"unreproducible	","	0.4"
"unreproducibly	","	0.5"
"unrequested	","	0.4"
"unrequited	","	0.3"
"unresentful	","	0.4"
"unreserved	","	0.4"
"unreservedly	","	0.6"
"unresistant	","	0.4"
"unresisting	","	0.3"
"unresolvable	","	0.3"
"unrespectability	","	0.6"
"unrespectable	","	0.6"
"unresponsive	","	0.3"
"unresponsiveness	","	0.4"
"unrestrained	","	0.4"
"unrestrainedly	","	0.6"
"unrestrictive	","	0.3"
"unretrievable	","	0.3"
"unrevealed	","	0.5"
"unreverberant	","	0.4"
"unrevised	","	0.4"
"unrewarded	","	0.5"
"unrewarding	","	0.4"
"unrhymed	","	0.4"
"unrhythmic	","	0.3"
"unrhythmical	","	0.3"
"unrifled	","	0.4"
"unrighteous	","	0.4"
"unrighteously	","	0.5"
"unrighteousness	","	0.6"
"unrimed	","	0.4"
"unripe	","	0.3"
"unripened	","	0.3"
"unrivaled	","	0.6"
"unrivalled	","	0.6"
"unromantic	","	0.6"
"unromantically	","	0.5"
"unruffled	","	0.6"
"unruliness	","	0.4"
"unsaid	","	0.4"
"unsalable	","	0.4"
"unsalaried	","	0.3"
"unsaleable	","	0.4"
"unsalted	","	0.3"
"unsanctified	","	0.4"
"unsanitariness	","	0.4"
"unsanitary	","	0.5"
"unsarcastic	","	0.3"
"unsated	","	0.4"
"unsatiable	","	0.4"
"unsatiated	","	0.4"
"unsatisfactoriness	","	0.6"
"unsatisfied	","	0.3"
"unsatisfying	","	0.3"
"unsaturated	","	0.5"
"unsaved	","	0.4"
"unsavoury	","	0.4"
"unscalable	","	0.6"
"unscheduled	","	0.4"
"unscientific	","	0.3"
"unscientifically	","	0.3"
"unscripted	","	0.4"
"unsealed	","	0.3"
"unseamanlike	","	0.4"
"unseasonable	","	0.3"
"unseasonableness	","	0.4"
"unseasonably	","	0.3"
"unseasoned	","	0.3"
"unseaworthy	","	0.4"
"unsectarian	","	0.3"
"unsecured	","	0.4"
"unseductive	","	0.4"
"unseeable	","	0.4"
"unseeded	","	0.5"
"unseen	","	0.6"
"unseeyn	","	0.4"
"unselected	","	0.4"
"unselective	","	0.3"
"unselfconsciously	","	0.5"
"unselfconsciousness	","	0.5"
"unselfishly	","	0.6"
"unselfishness	","	0.3"
"unsensational	","	0.4"
"unsent	","	0.3"
"unsentimentally	","	0.5"
"unserviceable	","	0.3"
"unservile	","	0.4"
"unsex	","	0.4"
"unsexed	","	0.5"
"unsexy	","	0.3"
"unshackled	","	0.4"
"unshaded	","	0.3"
"unshadowed	","	0.4"
"unshakable	","	0.4"
"unshaken	","	0.5"
"unshapely	","	0.4"
"unshared	","	0.4"
"unsheared	","	0.4"
"unsheathed	","	0.3"
"unshelled	","	0.4"
"unshockable	","	0.4"
"unshrinkable	","	0.3"
"unshuttered	","	0.3"
"unsightliness	","	0.3"
"unsightly	","	0.3"
"unsilenced	","	0.4"
"unsimilarity	","	0.4"
"unsinkable	","	0.4"
"unsized	","	0.3"
"unskillfulness	","	0.5"
"unsleeping	","	0.4"
"unsmiling	","	0.4"
"unsmilingly	","	0.5"
"unsmooth	","	0.4"
"unsmoothed	","	0.3"
"unsociability	","	0.6"
"unsociable	","	0.3"
"unsociableness	","	0.6"
"unsociably	","	0.5"
"unsocial	","	0.3"
"unsoiled	","	0.3"
"unsold	","	0.3"
"unsoldierly	","	0.3"
"unsolicited	","	0.3"
"unsoluble	","	0.5"
"unsolvability	","	0.3"
"unsolvable	","	0.5"
"unsorted	","	0.3"
"unsought	","	0.4"
"unsounded	","	0.3"
"unsoundness	","	0.4"
"unsoured	","	0.3"
"unsparing	","	0.3"
"unsparingly	","	0.5"
"unspecialised	","	0.3"
"unspecialized	","	0.3"
"unspectacular	","	0.4"
"unspoiled	","	0.3"
"unspoilt	","	0.5"
"unspoken	","	0.4"
"unspotted	","	0.3"
"unstaged	","	0.3"
"unstarred	","	0.3"
"unstated	","	0.4"
"unsterilised	","	0.4"
"unsterilized	","	0.4"
"unstintingly	","	0.5"
"unstirred	","	0.5"
"unstoppable	","	0.4"
"unstrain	","	0.3"
"unstrained	","	0.6"
"unstratified	","	0.3"
"unstressed	","	0.3"
"unstuck	","	0.5"
"unstudied	","	0.3"
"unstylish	","	0.3"
"unsuasible	","	0.3"
"unsubduable	","	0.4"
"unsubmissive	","	0.4"
"unsuccessful_person	","	0.4"
"unsufferable	","	0.5"
"unsuitability	","	0.5"
"unsuitable	","	0.3"
"unsuitableness	","	0.5"
"unsuited	","	0.3"
"unsullied	","	0.6"
"unsung	","	0.4"
"unsupervised	","	0.4"
"unsupportable	","	0.3"
"unsupportive	","	0.3"
"unsurpassable	","	0.7"
"unsurpassed	","	0.5"
"unsurprised	","	0.4"
"unsurprising	","	0.5"
"unsusceptible	","	0.3"
"unsuspected	","	0.3"
"unsuspicious	","	0.4"
"unswayed	","	0.4"
"unsweet	","	0.3"
"unsweetened	","	0.4"
"unswept	","	0.3"
"unswerving	","	0.6"
"unswervingly	","	0.5"
"unsworn	","	0.3"
"unsyllabic	","	0.4"
"unsyllabled	","	0.3"
"unsymbolic	","	0.3"
"unsympathetic	","	0.2"
"unsympathetically	","	0.5"
"unsympathising	","	0.3"
"unsympathizing	","	0.3"
"unsynchronised	","	0.4"
"unsynchronized	","	0.4"
"unsynchronous	","	0.4"
"unsystematically	","	0.5"
"untagged	","	0.4"
"untainted	","	0.6"
"untalented	","	0.5"
"untamed	","	0.3"
"untangle	","	0.3"
"untanned	","	0.3"
"untapped	","	0.3"
"untarnished	","	0.6"
"untasted	","	0.4"
"unteach	","	0.3"
"untechnical	","	0.3"
"untempered	","	0.3"
"untempting	","	0.4"
"untenanted	","	0.3"
"untethered	","	0.3"
"unthankful	","	0.3"
"untheatrical	","	0.3"
"unthematic	","	0.3"
"unthinking	","	0.3"
"unthinkingly	","	0.5"
"unthoughtful	","	0.4"
"unthoughtfulness	","	0.4"
"unthreatening	","	0.2"
"untidiness	","	0.4"
"untidy	","	0.3"
"untied	","	0.4"
"untilled	","	0.3"
"untimeliness	","	0.4"
"untipped	","	0.3"
"untitled	","	0.3"
"untoasted	","	0.3"
"untoothed	","	0.5"
"untouchable	","	0.3"
"untoughened	","	0.3"
"untoward	","	0.3"
"untraceable	","	0.3"
"untraditional	","	0.3"
"untrammeled	","	0.3"
"untrammelled	","	0.4"
"untransferable	","	0.4"
"untranslatable	","	0.4"
"untransmutable	","	0.4"
"untraveled	","	0.3"
"untravelled	","	0.3"
"untraversable	","	0.4"
"untraversed	","	0.3"
"untreated	","	0.3"
"untried	","	0.4"
"untroubled	","	0.4"
"untrustiness	","	0.3"
"untrusting	","	0.4"
"untrustworthiness	","	0.3"
"untrusty	","	0.3"
"untruthfully	","	0.5"
"untucked	","	0.4"
"untune	","	0.5"
"untuneful	","	0.4"
"untypical	","	0.4"
"untypically	","	0.5"
"unusable	","	0.3"
"unuseable	","	0.3"
"unused	","	0.3"
"unusualness	","	0.5"
